Number_of_Customers_Per_Day,Operating_Hours_Per_Day,Number_of_Employees,Location_Foot_Traffic,Date,Branch,Region,Average_Order_Value_KES,Marketing_Spend_KES,Daily_Revenue_KES
300,13,5,108,21/08/2021,Thika Road Mall,Nairobi,1205.55,6161.4,325372.95
362,7,4,118,22/08/2021,Valley Arcade,Nairobi,1255.5,53616.6,529309.35
450,12,4,495,23/08/2021,Galleria Mall,Nairobi,618.3,15755.85,219011.85
161,9,3,437,24/08/2021,Nyali Centre,Coast,1333.8,46136.25,275432.4
304,14,14,135,25/08/2021,Capital Centre,Nairobi,480.6,54481.95,211249.35
352,17,7,835,26/08/2021,Valley Arcade,Nairobi,542.7,38518.2,268805.25
456,6,3,276,27/08/2021,Nyali Centre,Coast,523.8,50359.05,306838.8
256,12,9,642,28/08/2021,Nyali Centre,Coast,1242,45131.85,357610.95
278,11,9,675,29/08/2021,Kimathi Street,Nairobi CBD,1000.35,24868.35,305480.7
390,13,14,233,30/08/2021,Thika Road Mall,Nairobi,491.4,54855.9,226264.05
447,10,13,841,31/08/2021,JKIA Arrival,Nairobi,783,20844,372370.5
115,6,6,371,01/09/2021,Galleria Mall,Nairobi,959.85,39135.15,121743
124,6,11,958,02/09/2021,Capital Centre,Nairobi,422.55,50657.4,132822.45
484,14,8,367,03/09/2021,JKIA Arrival,Nairobi,1231.2,26418.15,576899.55
152,15,5,615,04/09/2021,Capital Centre,Nairobi,1151.55,21378.6,141997.05
471,11,2,448,05/09/2021,Valley Arcade,Nairobi,849.15,31735.8,409419.9
241,15,12,758,06/09/2021,Galleria Mall,Nairobi,1316.25,55458,376294.95
301,10,3,948,07/09/2021,Thika Road Mall,Nairobi,760.05,62864.1,282511.8
275,6,11,342,08/09/2021,Thika Road Mall,Nairobi,1333.8,37407.15,358890.75
343,11,11,342,09/09/2021,Capital Centre,Nairobi,1013.85,45106.2,393923.25
355,11,5,534,10/09/2021,Capital Centre,Nairobi,980.1,61101,414575.55
147,8,2,948,11/09/2021,Valley Arcade,Nairobi,504.9,7869.15,84726
387,13,14,496,12/09/2021,Thika Road Mall,Nairobi,1229.85,16702.2,453648.6
335,6,9,852,13/09/2021,Nyali Centre,Coast,770.85,48243.6,289479.15
384,6,10,741,14/09/2021,Thika Road Mall,Nairobi,502.2,55840.05,318668.85
396,11,5,941,15/09/2021,JKIA Arrival,Nairobi,349.65,58041.9,203623.2
484,15,11,461,16/09/2021,Thika Road Mall,Nairobi,904.5,28809,413856
496,6,4,557,17/09/2021,Galleria Mall,Nairobi,872.1,7260.3,401665.5
357,11,3,783,18/09/2021,Nyali Centre,Coast,1066.5,30308.85,383244.75
298,6,6,835,19/09/2021,Valley Arcade,Nairobi,1239.3,16613.1,348618.6
215,11,4,939,20/09/2021,Capital Centre,Nairobi,418.5,20613.15,162504.9
384,8,11,293,21/09/2021,Kimathi Street,Nairobi CBD,1078.65,52435.35,420931.35
79,13,8,469,22/09/2021,Kisumu Mega City,Western,527.85,6346.35,48060
296,11,12,978,23/09/2021,Valley Arcade,Nairobi,1206.9,56093.85,376967.25
155,16,7,203,24/09/2021,Nyali Centre,Coast,1166.4,29640.6,192566.7
100,6,2,865,25/09/2021,Galleria Mall,Nairobi,885.6,40779.45,187748.55
130,10,13,473,26/09/2021,Thika Road Mall,Nairobi,1057.05,7280.55,142194.15
182,13,9,322,27/09/2021,Valley Arcade,Nairobi,656.1,23666.85,150242.85
334,8,3,985,28/09/2021,Nyali Centre,Coast,814.05,7283.25,230262.75
437,17,6,696,29/09/2021,Thika Road Mall,Nairobi,1169.1,64956.6,545776.65
187,11,10,874,30/09/2021,Galleria Mall,Nairobi,801.9,54750.6,266310.45
233,10,9,569,01/10/2021,Kisumu Mega City,Western,699.3,31754.7,207758.25
450,11,3,177,02/10/2021,Nyali Centre,Coast,838.35,16141.95,354572.1
379,15,10,422,03/10/2021,Capital Centre,Nairobi,1175.85,63097.65,507625.65
322,6,6,617,04/10/2021,Thika Road Mall,Nairobi,676.35,24144.75,239450.85
389,12,11,687,05/10/2021,Kisumu Mega City,Western,513,11998.8,174934.35
118,14,7,208,06/10/2021,Kisumu Mega City,Western,1058.4,38603.25,160348.95
83,7,14,620,07/10/2021,Kimathi Street,Nairobi CBD,1173.15,63780.75,244178.55
311,15,4,619,08/10/2021,Kimathi Street,Nairobi CBD,438.75,1603.8,135796.5
102,10,14,701,09/10/2021,Capital Centre,Nairobi,580.5,17101.8,36578.25
499,15,4,225,10/10/2021,Thika Road Mall,Nairobi,480.6,63428.4,324756
254,9,11,976,11/10/2021,Galleria Mall,Nairobi,689.85,12667.05,211883.85
175,11,9,669,12/10/2021,Valley Arcade,Nairobi,793.8,8841.15,113867.1
284,11,12,260,13/10/2021,Thika Road Mall,Nairobi,1096.2,39067.65,326455.65
92,16,11,496,14/10/2021,JKIA Arrival,Nairobi,996.3,58360.5,209286.45
289,7,11,635,15/10/2021,Valley Arcade,Nairobi,966.6,32910.3,301720.95
420,7,13,216,16/10/2021,Thika Road Mall,Nairobi,693.9,67140.9,359147.25
160,9,3,509,17/10/2021,Kisumu Mega City,Western,1189.35,46276.65,204607.35
298,6,12,965,18/10/2021,Valley Arcade,Nairobi,814.05,6250.5,256609.35
200,14,13,406,19/10/2021,Thika Road Mall,Nairobi,1328.4,67026.15,334562.4
232,12,13,353,20/10/2021,Nyali Centre,Coast,980.1,28332.45,188527.5
385,17,3,282,21/10/2021,Nyali Centre,Coast,465.75,20362.05,149463.9
144,12,14,376,22/10/2021,Kimathi Street,Nairobi CBD,1021.95,38253.6,174663
423,8,6,933,23/10/2021,Kimathi Street,Nairobi CBD,666.9,21479.85,257141.25
449,16,7,231,24/10/2021,Thika Road Mall,Nairobi,1032.75,7068.6,403205.85
57,17,13,683,25/10/2021,Thika Road Mall,Nairobi,407.7,1444.5,86387.85
437,8,3,383,26/10/2021,Thika Road Mall,Nairobi,514.35,31090.5,268033.05
409,6,6,764,27/10/2021,Thika Road Mall,Nairobi,1204.2,56708.1,458739.45
437,8,8,78,28/10/2021,Kimathi Street,Nairobi CBD,567,39208.05,273326.4
233,8,11,763,29/10/2021,Thika Road Mall,Nairobi,1185.3,67447.35,347311.8
330,9,11,142,30/10/2021,Capital Centre,Nairobi,619.65,20324.25,174645.45
244,9,9,890,31/10/2021,Thika Road Mall,Nairobi,988.2,19901.7,261289.8
401,8,13,917,01/11/2021,Nyali Centre,Coast,1040.85,11917.8,338401.8
244,15,8,737,02/11/2021,Capital Centre,Nairobi,855.9,12202.65,235877.4
204,17,9,379,03/11/2021,Capital Centre,Nairobi,646.65,20214.9,187968.6
142,13,13,772,04/11/2021,Thika Road Mall,Nairobi,552.15,53796.15,214778.25
209,13,10,233,05/11/2021,JKIA Arrival,Nairobi,371.25,61265.7,119223.9
483,6,6,144,06/11/2021,Galleria Mall,Nairobi,645.3,65851.65,342274.95
110,12,14,834,07/11/2021,Galleria Mall,Nairobi,999,16715.7,142676.1
171,16,6,698,08/11/2021,Thika Road Mall,Nairobi,1287.9,59648.4,319612.5
100,7,12,798,09/11/2021,Valley Arcade,Nairobi,1219.05,23063.4,166151.25
452,6,11,402,10/11/2021,Thika Road Mall,Nairobi,1113.75,8814.15,495447.3
326,8,5,979,11/11/2021,Galleria Mall,Nairobi,1135.35,58901.85,458638.2
54,9,14,990,12/11/2021,Kisumu Mega City,Western,1011.15,43428.15,119745
141,11,10,314,13/11/2021,Kisumu Mega City,Western,600.75,12247.2,88867.8
219,15,6,696,14/11/2021,Galleria Mall,Nairobi,1255.5,29783.7,255193.2
366,10,3,705,15/11/2021,Nyali Centre,Coast,1016.55,20352.6,357331.5
71,9,11,68,16/11/2021,Capital Centre,Nairobi,904.5,50089.05,129019.5
454,13,9,792,17/11/2021,Galleria Mall,Nairobi,449.55,31342.95,205059.6
375,16,8,695,18/11/2021,Thika Road Mall,Nairobi,789.75,66791.25,365696.1
50,17,9,675,19/11/2021,Galleria Mall,Nairobi,803.25,4972.05,14920.2
182,9,13,548,20/11/2021,Kimathi Street,Nairobi CBD,1212.3,24834.6,265886.55
282,15,4,188,21/11/2021,Kisumu Mega City,Western,891,33227.55,287474.4
61,17,5,686,22/11/2021,Nyali Centre,Coast,722.25,34632.9,79191
395,7,6,765,23/11/2021,Thika Road Mall,Nairobi,1327.05,22249.35,510239.25
95,8,7,622,24/11/2021,Capital Centre,Nairobi,449.55,49589.55,82983.15
83,11,2,811,25/11/2021,Valley Arcade,Nairobi,765.45,59215.05,118902.6
482,13,5,859,26/11/2021,Thika Road Mall,Nairobi,380.7,63445.95,243202.5
127,13,12,574,27/11/2021,Galleria Mall,Nairobi,1086.75,54607.5,200944.8
267,16,13,957,28/11/2021,Kimathi Street,Nairobi CBD,1267.65,57615.3,394852.05
350,14,11,304,29/11/2021,Kimathi Street,Nairobi CBD,621,37768.95,256188.15
460,12,14,134,30/11/2021,Valley Arcade,Nairobi,1206.9,55983.15,548024.4
122,7,6,507,01/12/2021,Kisumu Mega City,Western,633.15,21427.2,99481.5
331,13,8,581,02/12/2021,JKIA Arrival,Nairobi,1259.55,27708.75,394695.45
298,12,14,611,03/12/2021,Thika Road Mall,Nairobi,1100.25,22314.15,236515.95
96,13,6,725,04/12/2021,Kisumu Mega City,Western,1152.9,32267.7,231052.5
170,17,14,141,05/12/2021,Valley Arcade,Nairobi,356.4,20240.55,63325.8
263,8,14,649,06/12/2021,Capital Centre,Nairobi,1312.2,64960.65,387973.8
288,12,2,118,07/12/2021,Capital Centre,Nairobi,1073.25,22044.15,274899.15
105,15,12,86,08/12/2021,Kisumu Mega City,Western,646.65,7835.4,44309.7
399,14,8,814,09/12/2021,Galleria Mall,Nairobi,1177.2,36198.9,471937.05
156,8,9,813,10/12/2021,Thika Road Mall,Nairobi,622.35,5127.3,131568.3
368,15,14,189,11/12/2021,Kimathi Street,Nairobi CBD,1221.75,8662.95,412391.25
97,11,8,916,12/12/2021,Kisumu Mega City,Western,450.9,15862.5,54421.2
110,7,12,942,13/12/2021,Nyali Centre,Coast,1050.3,32066.55,184486.95
386,7,14,729,14/12/2021,Nyali Centre,Coast,885.6,30009.15,338512.5
75,10,5,615,15/12/2021,Galleria Mall,Nairobi,434.7,54249.75,111287.25
341,10,9,947,16/12/2021,Galleria Mall,Nairobi,581.85,50265.9,229085.55
306,12,6,227,17/12/2021,Nyali Centre,Coast,349.65,29551.5,186119.1
57,17,11,858,18/12/2021,Valley Arcade,Nairobi,812.7,23425.2,105139.35
162,7,10,862,19/12/2021,Kimathi Street,Nairobi CBD,642.6,22284.45,122987.7
404,16,13,920,20/12/2021,Kimathi Street,Nairobi CBD,943.65,52550.1,411151.95
302,12,13,667,21/12/2021,JKIA Arrival,Nairobi,638.55,4795.2,179891.55
229,10,11,186,22/12/2021,Kisumu Mega City,Western,641.25,2197.8,131722.2
256,11,6,239,23/12/2021,Thika Road Mall,Nairobi,1089.45,53975.7,290208.15
352,13,2,689,24/12/2021,JKIA Arrival,Nairobi,386.1,32913,200917.8
176,15,13,391,25/12/2021,Kisumu Mega City,Western,1251.45,10007.55,207108.9
105,17,10,608,26/12/2021,Kimathi Street,Nairobi CBD,1200.15,16933.05,190069.2
263,9,13,54,27/12/2021,Galleria Mall,Nairobi,1013.85,63035.55,345921.3
63,12,6,306,28/12/2021,Galleria Mall,Nairobi,938.25,58206.6,72439.65
77,11,7,861,29/12/2021,Capital Centre,Nairobi,1240.65,48301.65,123826.05
127,15,5,711,30/12/2021,Galleria Mall,Nairobi,525.15,33249.15,51954.75
265,7,7,855,31/12/2021,Valley Arcade,Nairobi,417.15,35769.6,118206
435,13,13,292,01/01/2022,Valley Arcade,Nairobi,580.5,65862.45,281951.55
414,15,9,836,02/01/2022,Thika Road Mall,Nairobi,1142.1,65236.05,530219.25
203,14,4,769,03/01/2022,Kisumu Mega City,Western,372.6,15589.8,82923.75
63,10,6,464,04/01/2022,Kimathi Street,Nairobi CBD,927.45,55004.4,155088
236,15,3,676,05/01/2022,Nyali Centre,Coast,1345.95,14397.75,306447.3
361,9,3,756,06/01/2022,Valley Arcade,Nairobi,1204.2,15475.05,407968.65
420,11,14,392,07/01/2022,Nyali Centre,Coast,865.35,46074.15,450300.6
56,13,8,731,08/01/2022,Galleria Mall,Nairobi,402.3,28140.75,68503.05
52,16,11,428,09/01/2022,Capital Centre,Nairobi,1179.9,62972.1,147503.7
160,8,14,643,10/01/2022,Galleria Mall,Nairobi,943.65,7237.35,123699.15
456,15,11,715,11/01/2022,Nyali Centre,Coast,453.6,35187.75,207189.9
287,16,12,702,12/01/2022,Nyali Centre,Coast,432,62110.8,225555.3
412,16,11,875,13/01/2022,JKIA Arrival,Nairobi,1258.2,61157.7,577466.55
288,6,7,195,14/01/2022,Kisumu Mega City,Western,1015.2,11704.5,323129.25
323,9,5,372,15/01/2022,Valley Arcade,Nairobi,1177.2,25602.75,393546.6
343,9,6,171,16/01/2022,Capital Centre,Nairobi,1227.15,42304.95,431665.2
276,6,2,301,17/01/2022,Kimathi Street,Nairobi CBD,916.65,11893.5,259333.65
420,14,8,904,18/01/2022,Valley Arcade,Nairobi,861.3,65384.55,421479.45
64,8,9,948,19/01/2022,Thika Road Mall,Nairobi,773.55,61861.05,160713.45
241,10,10,360,20/01/2022,Galleria Mall,Nairobi,658.8,12394.35,197511.75
168,11,9,650,21/01/2022,Capital Centre,Nairobi,777.6,9364.95,127070.1
77,13,6,524,22/01/2022,Nyali Centre,Coast,1120.5,6999.75,135598.05
251,11,4,619,23/01/2022,Kisumu Mega City,Western,946.35,61510.05,338130.45
88,8,11,541,24/01/2022,Thika Road Mall,Nairobi,1240.65,14158.8,119974.5
490,11,12,624,25/01/2022,Galleria Mall,Nairobi,787.05,28887.3,408530.25
322,6,10,396,26/01/2022,JKIA Arrival,Nairobi,951.75,31041.9,330628.5
280,9,7,869,27/01/2022,Kimathi Street,Nairobi CBD,976.05,40975.2,308021.4
135,11,6,536,28/01/2022,Capital Centre,Nairobi,936.9,6095.25,174630.6
175,12,14,522,29/01/2022,Kisumu Mega City,Western,1048.95,16349.85,203709.6
349,16,4,431,30/01/2022,Kimathi Street,Nairobi CBD,577.8,62968.05,253233
74,16,7,329,31/01/2022,Kisumu Mega City,Western,855.9,61441.2,121409.55
194,15,4,121,01/02/2022,Nyali Centre,Coast,442.8,53032.05,130208.85
62,8,11,570,02/02/2022,Kimathi Street,Nairobi CBD,726.3,2633.85,57694.95
261,14,13,415,03/02/2022,Valley Arcade,Nairobi,831.6,22981.05,220594.05
74,17,7,982,04/02/2022,Thika Road Mall,Nairobi,997.65,42889.5,139776.3
117,17,5,143,05/02/2022,JKIA Arrival,Nairobi,1300.05,19553.4,191508.3
443,12,3,422,06/02/2022,JKIA Arrival,Nairobi,945,61519.5,523825.65
116,6,9,388,07/02/2022,Capital Centre,Nairobi,1090.8,43282.35,170203.95
282,7,5,486,08/02/2022,Valley Arcade,Nairobi,850.5,6106.05,186984.45
158,6,10,385,09/02/2022,Nyali Centre,Coast,980.1,61480.35,279985.95
195,16,8,713,10/02/2022,Kimathi Street,Nairobi CBD,409.05,64706.85,129506.85
160,14,13,541,11/02/2022,Valley Arcade,Nairobi,595.35,6490.8,55062.45
277,14,3,966,12/02/2022,Kimathi Street,Nairobi CBD,703.35,36566.1,277888.05
160,12,5,917,13/02/2022,Valley Arcade,Nairobi,815.4,21417.75,178332.3
83,15,6,89,14/02/2022,Thika Road Mall,Nairobi,383.4,27336.15,82734.75
160,8,4,408,15/02/2022,Thika Road Mall,Nairobi,479.25,13234.05,87515.1
313,10,10,623,16/02/2022,Valley Arcade,Nairobi,618.3,39590.1,227102.4
473,9,14,303,17/02/2022,Valley Arcade,Nairobi,1321.65,64720.35,642134.25
418,12,6,630,18/02/2022,Kimathi Street,Nairobi CBD,673.65,34628.85,297727.65
285,14,3,447,19/02/2022,Nyali Centre,Coast,826.2,6835.05,220892.4
132,17,12,806,20/02/2022,Kimathi Street,Nairobi CBD,535.95,42363,90105.75
91,7,4,926,21/02/2022,Capital Centre,Nairobi,955.8,23855.85,91917.45
474,13,10,219,22/02/2022,Thika Road Mall,Nairobi,622.35,57969,295425.9
150,14,8,739,23/02/2022,Kimathi Street,Nairobi CBD,546.75,30103.65,121070.7
55,15,3,750,24/02/2022,Thika Road Mall,Nairobi,859.95,14106.15,65835.45
229,15,10,560,25/02/2022,Kimathi Street,Nairobi CBD,342.9,13991.4,139679.1
331,14,5,309,26/02/2022,Kisumu Mega City,Western,345.6,52203.15,191398.95
369,15,14,633,27/02/2022,Thika Road Mall,Nairobi,558.9,18918.9,198976.5
275,12,10,508,28/02/2022,Kimathi Street,Nairobi CBD,375.3,52101.9,165630.15
492,14,14,578,01/03/2022,Kisumu Mega City,Western,446.85,14968.8,233462.25
489,14,3,931,02/03/2022,JKIA Arrival,Nairobi,680.4,22630.05,339534.45
364,8,13,390,03/03/2022,Kisumu Mega City,Western,1150.2,32142.15,440631.9
414,9,11,106,04/03/2022,Valley Arcade,Nairobi,916.65,63742.95,447338.7
278,7,13,267,05/03/2022,Galleria Mall,Nairobi,857.25,62984.25,302139.45
426,15,5,668,06/03/2022,JKIA Arrival,Nairobi,634.5,15034.95,251353.8
338,8,6,865,07/03/2022,Nyali Centre,Coast,1281.15,25046.55,411377.4
486,16,3,989,08/03/2022,Nyali Centre,Coast,739.8,11233.35,315455.85
199,16,11,734,09/03/2022,JKIA Arrival,Nairobi,425.25,35085.15,99573.3
326,10,2,780,10/03/2022,Nyali Centre,Coast,962.55,31818.15,379777.95
247,10,8,513,11/03/2022,Kisumu Mega City,Western,452.25,60934.95,195304.5
119,11,11,296,12/03/2022,Kisumu Mega City,Western,687.15,62869.5,163705.05
161,12,2,779,13/03/2022,Valley Arcade,Nairobi,851.85,26723.25,150129.45
53,12,12,422,14/03/2022,JKIA Arrival,Nairobi,1223.1,33878.25,120738.6
399,6,12,466,15/03/2022,Capital Centre,Nairobi,837,60636.6,424020.15
380,7,9,80,16/03/2022,Valley Arcade,Nairobi,1048.95,54714.15,460340.55
495,17,4,417,17/03/2022,Kisumu Mega City,Western,1343.25,1591.65,625688.55
367,14,11,608,18/03/2022,Nyali Centre,Coast,471.15,22522.05,173568.15
399,15,7,695,19/03/2022,Kimathi Street,Nairobi CBD,615.6,29250.45,264826.8
144,7,8,157,20/03/2022,Galleria Mall,Nairobi,737.1,16545.6,104865.3
201,11,11,633,21/03/2022,Thika Road Mall,Nairobi,764.1,14551.65,162943.65
360,16,2,888,22/03/2022,Galleria Mall,Nairobi,753.3,3848.85,284202
186,16,7,467,23/03/2022,Thika Road Mall,Nairobi,1256.85,43908.75,288123.75
296,6,8,669,24/03/2022,Kimathi Street,Nairobi CBD,1061.1,18715.05,354670.65
436,8,7,870,25/03/2022,Capital Centre,Nairobi,953.1,4812.75,373424.85
292,7,5,447,26/03/2022,Capital Centre,Nairobi,650.7,16629.3,174159.45
80,8,2,321,27/03/2022,Kimathi Street,Nairobi CBD,1171.8,54396.9,179793
89,10,12,732,28/03/2022,Capital Centre,Nairobi,1304.1,57676.05,194181.3
278,16,10,165,29/03/2022,Kimathi Street,Nairobi CBD,1169.1,33304.5,351178.2
85,15,5,890,30/03/2022,Thika Road Mall,Nairobi,338.85,28872.45,73907.1
457,11,8,635,31/03/2022,Nyali Centre,Coast,981.45,66035.25,489643.65
272,14,8,305,01/04/2022,Kisumu Mega City,Western,388.8,14617.8,122389.65
55,17,3,130,02/04/2022,Valley Arcade,Nairobi,598.05,15596.55,79278.75
371,16,2,829,03/04/2022,Thika Road Mall,Nairobi,398.25,20656.35,193014.9
269,15,9,177,04/04/2022,Kisumu Mega City,Western,949.05,12777.75,235714.05
124,17,9,887,05/04/2022,JKIA Arrival,Nairobi,1032.75,26445.15,161160.3
53,17,8,964,06/04/2022,Galleria Mall,Nairobi,453.6,61601.85,153921.6
384,9,9,284,07/04/2022,Valley Arcade,Nairobi,726.3,42055.2,301459.05
183,12,4,602,08/04/2022,Kisumu Mega City,Western,799.2,28599.75,156992.85
167,11,12,230,09/04/2022,Capital Centre,Nairobi,711.45,63161.1,223121.25
418,7,3,206,10/04/2022,Capital Centre,Nairobi,460.35,4556.25,196730.1
143,15,8,503,11/04/2022,Nyali Centre,Coast,761.4,15260.4,98284.05
484,16,9,620,12/04/2022,JKIA Arrival,Nairobi,1097.55,38784.15,498483.45
111,16,2,906,13/04/2022,Kisumu Mega City,Western,409.05,42068.7,109679.4
490,16,13,810,14/04/2022,Kimathi Street,Nairobi CBD,418.5,3966.3,179205.75
243,13,11,753,15/04/2022,Kimathi Street,Nairobi CBD,696.6,28011.15,148892.85
384,12,10,73,16/04/2022,Nyali Centre,Coast,1290.6,44292.15,493915.05
252,12,14,522,17/04/2022,Nyali Centre,Coast,1013.85,47526.75,317501.1
441,13,12,449,18/04/2022,Galleria Mall,Nairobi,1024.65,43563.15,467939.7
75,17,5,997,19/04/2022,Kisumu Mega City,Western,703.35,22555.8,123595.2
484,17,13,641,20/04/2022,Kisumu Mega City,Western,938.25,7535.7,363649.5
222,16,5,183,21/04/2022,Kimathi Street,Nairobi CBD,348.3,29604.15,150122.7
349,6,4,470,22/04/2022,Nyali Centre,Coast,981.45,9867.15,313788.6
182,6,7,262,23/04/2022,Capital Centre,Nairobi,1262.25,64035.9,289623.6
375,13,2,949,24/04/2022,Valley Arcade,Nairobi,957.15,32782.05,330328.8
459,9,7,531,25/04/2022,Galleria Mall,Nairobi,1221.75,22337.1,550767.6
167,10,3,397,26/04/2022,Nyali Centre,Coast,1070.55,52041.15,189642.6
373,13,10,215,27/04/2022,Thika Road Mall,Nairobi,459,34288.65,227603.25
324,10,3,986,28/04/2022,JKIA Arrival,Nairobi,1251.45,21859.2,356850.9
261,15,8,397,29/04/2022,Nyali Centre,Coast,405,55061.1,141122.25
274,9,13,898,30/04/2022,Galleria Mall,Nairobi,877.5,58711.5,272296.35
69,17,2,447,01/05/2022,Nyali Centre,Coast,481.95,45868.95,79401.6
162,11,13,632,02/05/2022,Thika Road Mall,Nairobi,349.65,4456.35,83099.25
189,17,8,775,03/05/2022,JKIA Arrival,Nairobi,765.45,38812.5,229028.85
96,10,6,484,04/05/2022,Kimathi Street,Nairobi CBD,635.85,51841.35,116159.4
50,12,9,626,05/05/2022,Kimathi Street,Nairobi CBD,830.25,10380.15,51673.95
139,15,5,270,06/05/2022,Kisumu Mega City,Western,922.05,16476.75,153291.15
191,12,13,357,07/05/2022,Nyali Centre,Coast,382.05,59726.7,146372.4
369,9,11,847,08/05/2022,Capital Centre,Nairobi,461.7,2681.1,169522.2
87,17,8,746,09/05/2022,Galleria Mall,Nairobi,903.15,51143.4,147321.45
342,10,7,768,10/05/2022,JKIA Arrival,Nairobi,684.45,32690.25,252865.8
431,8,6,515,11/05/2022,JKIA Arrival,Nairobi,1075.95,30904.2,425382.3
188,9,5,148,12/05/2022,Kisumu Mega City,Western,997.65,1819.8,175556.7
405,9,8,291,13/05/2022,Valley Arcade,Nairobi,1193.4,55553.85,544201.2
382,8,13,207,14/05/2022,Kisumu Mega City,Western,1038.15,25151.85,373630.05
308,15,6,659,15/05/2022,Galleria Mall,Nairobi,772.2,37122.3,216594
210,10,6,603,16/05/2022,Capital Centre,Nairobi,1019.25,46153.8,253241.1
439,10,2,700,17/05/2022,Valley Arcade,Nairobi,616.95,47829.15,356265
227,16,3,844,18/05/2022,Nyali Centre,Coast,648,64588.05,261990.45
59,12,6,969,19/05/2022,Nyali Centre,Coast,1136.7,36498.6,99434.25
310,9,14,276,20/05/2022,Kisumu Mega City,Western,789.75,27791.1,274325.4
456,9,4,472,21/05/2022,Thika Road Mall,Nairobi,1146.15,64436.85,583600.95
187,14,14,121,22/05/2022,Capital Centre,Nairobi,1170.45,43825.05,302962.95
221,11,3,292,23/05/2022,Capital Centre,Nairobi,1205.55,21072.15,229527
435,9,5,579,24/05/2022,Thika Road Mall,Nairobi,1264.95,9715.95,480942.9
62,7,5,638,25/05/2022,Valley Arcade,Nairobi,773.55,57084.75,74528.1
217,11,5,94,26/05/2022,Galleria Mall,Nairobi,660.15,25308.45,148572.9
179,7,5,521,27/05/2022,Galleria Mall,Nairobi,927.45,45040.05,245762.1
133,10,4,420,28/05/2022,Capital Centre,Nairobi,712.8,32494.5,118951.2
370,11,14,904,29/05/2022,Thika Road Mall,Nairobi,946.35,14509.8,301577.85
368,9,13,701,30/05/2022,Kisumu Mega City,Western,1051.65,41152.05,416153.7
150,8,8,738,31/05/2022,Kisumu Mega City,Western,1034.1,5363.55,154462.95
378,12,10,783,01/06/2022,Kimathi Street,Nairobi CBD,716.85,28692.9,259451.1
322,7,13,976,02/06/2022,Kimathi Street,Nairobi CBD,506.25,37508.4,189310.5
314,16,6,141,03/06/2022,Kisumu Mega City,Western,773.55,30194.1,267961.5
448,11,5,71,04/06/2022,Thika Road Mall,Nairobi,481.95,50874.75,290776.5
457,9,12,221,05/06/2022,Capital Centre,Nairobi,1239.3,56116.8,576379.8
87,11,3,653,06/06/2022,Nyali Centre,Coast,687.15,52367.85,110945.7
468,9,3,241,07/06/2022,Valley Arcade,Nairobi,494.1,3917.7,265630.05
143,9,6,126,08/06/2022,Nyali Centre,Coast,363.15,14191.2,60625.8
144,9,8,330,09/06/2022,Kisumu Mega City,Western,990.9,36846.9,190425.6
354,14,11,413,10/06/2022,Kimathi Street,Nairobi CBD,982.8,63188.1,425407.95
118,12,11,228,11/06/2022,Nyali Centre,Coast,681.75,56582.55,109030.05
367,8,10,287,12/06/2022,Valley Arcade,Nairobi,410.4,57083.4,220680.45
493,8,14,184,13/06/2022,Galleria Mall,Nairobi,751.95,21406.95,321316.2
285,11,8,926,14/06/2022,Galleria Mall,Nairobi,652.05,29758.05,208356.3
483,11,6,951,15/06/2022,Capital Centre,Nairobi,1023.3,32487.75,530635.05
383,9,11,329,16/06/2022,Valley Arcade,Nairobi,950.4,11759.85,318284.1
422,14,11,68,17/06/2022,Galleria Mall,Nairobi,706.05,3404.7,228271.5
425,9,11,644,18/06/2022,Valley Arcade,Nairobi,557.55,63987.3,360211.05
186,14,7,789,19/06/2022,Kimathi Street,Nairobi CBD,1337.85,17273.25,218895.75
467,9,12,420,20/06/2022,Valley Arcade,Nairobi,797.85,17221.95,320707.35
125,7,13,826,21/06/2022,Kimathi Street,Nairobi CBD,1034.1,6866.1,170349.75
84,7,4,161,22/06/2022,Capital Centre,Nairobi,479.25,62770.95,98352.9
50,10,6,812,23/06/2022,Kimathi Street,Nairobi CBD,828.9,39699.45,141262.65
345,9,9,725,24/06/2022,Kisumu Mega City,Western,365.85,45474.75,189209.25
369,12,2,919,25/06/2022,Kisumu Mega City,Western,849.15,61650.45,409145.85
455,16,13,729,26/06/2022,JKIA Arrival,Nairobi,1313.55,24212.25,579240.45
109,10,2,270,27/06/2022,Thika Road Mall,Nairobi,726.3,42462.9,164096.55
369,11,8,969,28/06/2022,Kimathi Street,Nairobi CBD,376.65,3916.35,106161.3
398,15,6,353,29/06/2022,Capital Centre,Nairobi,368.55,13705.2,136005.75
377,9,6,752,30/06/2022,Kimathi Street,Nairobi CBD,730.35,56336.85,275194.8
316,17,2,374,01/07/2022,Thika Road Mall,Nairobi,499.5,52072.2,246404.7
410,7,10,486,02/07/2022,Capital Centre,Nairobi,361.8,24544.35,181649.25
278,15,2,487,03/07/2022,Kisumu Mega City,Western,1102.95,26276.4,288175.05
319,14,6,219,04/07/2022,Valley Arcade,Nairobi,801.9,36644.4,237971.25
365,15,11,424,05/07/2022,Kimathi Street,Nairobi CBD,630.45,1366.2,216761.4
335,12,10,606,06/07/2022,Nyali Centre,Coast,1248.75,17308.35,447711.3
340,9,5,430,07/07/2022,Nyali Centre,Coast,454.95,15124.05,158175.45
